year_month,area_name_en,property_type_en,avg_meter_price,avg_actual_worth,avg_area,transactions_count,hotels,rooms,POIs,occupancy_rate,tourism_intensity,occupancy_rate_adjusted,tourism_activity
2015-04,al qusais first,Building,23759.91333333333,38481813.333333336,1781.88,3,101,6272,79,0.57,0.8873600269312026,0.5443180861403142,48.84733009656135
2015-04,al qusais second,Building,1609.9,2300000.0,1428.66,1,70,5863,170,0.689,0.8921432649954011,0.6592746838327325,47.299348797589
2015-04,al raffa,Building,15798.2,6000000.0,379.79,1,100,5670,129,0.665,0.895329223118572,0.6371575733495402,57.40136839901962
2015-04,al ras,Building,100280.79,7500000.0,74.79,1,80,5769,169,0.66,0.9121071417073504,0.6367962854107405,60.4144346446312
2015-04,al rashidiya,Villa,4095.25875,1769343.75,470.66875,8,66,5082,179,0.639,0.8822416581293393,0.6089009678178592,53.403456593842805
2015-04,al rega,Building,19751.28,7209613.0,365.02,1,128,9679,84,0.64,0.9560812434586222,0.6287567983254073,64.47150048501058
2015-04,al saffa first,Villa,10447.34,16500000.0,1579.35,1,61,5361,81,0.667,0.9160240128092813,0.6445952066175163,42.51295453812157
2015-04,al saffa second,Villa,7124.14,23000000.0,3079.92,2,114,5609,119,0.639,0.8831658788430252,0.6091371986322772,53.38483186959039
2015-04,al safouh first,Land,22625.46,35000000.0,1546.93,1,126,7535,84,0.678,0.885709309496296,0.6470043647353956,63.6332748990703
2015-04,al safouh first,Villa,10681.316666666666,7650000.0,729.07,3,126,7535,84,0.678,0.885709309496296,0.6470043647353956,63.6332748990703
2015-04,al satwa,Building,12701.28,2950000.0,232.26,1,124,7359,111,0.595,0.8911944803136067,0.5691042863146384,63.05240143471019
2015-04,al satwa,Villa,17723.1,3400000.0,191.84,1,124,7359,111,0.595,0.8911944803136067,0.5691042863146384,63.05240143471019
2015-04,al suq al kabeer,Building,58041.246666666666,34179026.666666664,654.2533333333333,3,71,5243,177,0.643,0.876953817546577,0.6113525218729796,50.91838472262016
2015-04,al thanayah fourth,Land,10221.293,22273124.2,2082.516,10,100,6237,66,0.622,0.860074378548139,0.587186505382777,50.26480804130401
2015-04,al thanayah fourth,Villa,7411.9850617283955,3988783.827160494,561.2093827160494,81,100,6237,66,0.622,0.860074378548139,0.587186505382777,50.26480804130401
2015-04,al thanyah fifth,Building,23185.8,85365716.0,3681.81,1,119,6013,107,0.594,0.8631161339163919,0.5614763934185347,55.84260396986029
2015-04,al thanyah fifth,Land,4388.786666666666,960733.3333333334,217.90666666666667,6,119,6013,107,0.594,0.8631161339163919,0.5614763934185347,55.84260396986029
2015-04,al thanyah fifth,Unit,12088.029541284404,1267920.0504587155,107.69816513761468,218,119,6013,107,0.594,0.8631161339163919,0.5614763934185347,55.84260396986029
2015-04,al thanyah fifth,Villa,5612.408936170212,3957651.361702128,714.5174468085106,47,119,6013,107,0.594,0.8631161339163919,0.5614763934185347,55.84260396986029
2015-04,al thanyah first,Building,20129.615,62031278.5,2960.425,2,49,3647,121,0.632,0.8354233496535387,0.5903950227924146,36.16500825640278
2015-04,al thanyah first,Unit,15789.456304347828,1819282.9347826089,173.03760869565215,46,49,3647,121,0.632,0.8354233496535387,0.5903950227924146,36.16500825640278
2015-04,al thanyah third,Unit,14258.25198630137,1541304.0616438356,111.92280821917808,146,115,6998,163,0.742,0.8871602092897038,0.7085091501171841,70.75609542352245
2015-04,al thanyah third,Villa,8901.542727272727,4692400.863636363,500.87227272727273,22,115,6998,163,0.742,0.8871602092897038,0.7085091501171841,70.75609542352245
2015-04,al twar second,Villa,5491.79,5000000.0,910.45,1,65,2658,92,0.538,0.9095128213718832,0.5185271591592293,32.7730124080946
2015-04,al twar third,Building,541.83,750000.0,1384.255,2,106,9165,153,0.648,0.8915438846052567,0.6198881748896825,68.93903999310938
2015-04,al twar third,Villa,4945.55,6900000.0,1433.495,2,106,9165,153,0.648,0.8915438846052567,0.6198881748896825,68.93903999310938
2015-04,al waheda,Villa,7078.009999999999,1755666.6666666667,248.33,3,121,10376,117,0.681,0.9303727691501248,0.662033542316494,68.75653182147488
2015-04,al warqa first,Building,6496.723333333332,11047666.666666666,1858.0633333333333,3,94,3889,176,0.663,0.8410385314196313,0.6208434185324863,50.71803673901736
2015-04,al warqa fourth,Building,605.67,750000.0,1238.3,1,83,5113,87,0.705,0.8661805156283273,0.6672629054071882,51.7719581862721
2015-04,al warqa fourth,Villa,951.87,975000.0,1012.365,2,83,5113,87,0.705,0.8661805156283273,0.6672629054071882,51.7719581862721
2015-04,al warqa second,Building,1035.26,1148166.6666666667,1131.3633333333337,3,103,5950,106,0.597,0.8829657789142533,0.5690522280047237,51.60385963211211
2015-04,al warqa second,Land,5261.82,6000000.0,1140.29,1,103,5950,106,0.597,0.8829657789142533,0.5690522280047237,51.60385963211211
2015-04,al warqa second,Villa,2290.99,2583000.0,1117.625,2,103,5950,106,0.597,0.8829657789142533,0.5690522280047237,51.60385963211211
2015-04,al warqa third,Building,680.69,750000.0,1101.83,1,53,3789,124,0.66,0.857328042779456,0.6223346032937764,42.92703432250279
2015-04,al warqa third,Villa,3357.63,3741943.0,1114.46,1,53,3789,124,0.66,0.857328042779456,0.6223346032937764,42.92703432250279
2015-04,al warsan first,Building,2260.39,1384535.0,612.52,1,72,5440,101,0.65,0.8739269088521715,0.6172209963015646,46.5909821463082
2015-04,al warsan first,Land,6074.379999999999,20770000.0,3419.28,2,72,5440,101,0.65,0.8739269088521715,0.6172209963015646,46.5909821463082
2015-04,al warsan first,Unit,7493.739685863875,460264.82722513087,62.001623036649214,191,72,5440,101,0.65,0.8739269088521715,0.6172209963015646,46.5909821463082
2015-04,al warsan first,Villa,11400.574210526316,1774263.1578947369,155.70947368421054,19,72,5440,101,0.65,0.8739269088521715,0.6172209963015646,46.5909821463082
2015-04,al wasl,Villa,6314.76,4400000.0,696.78,1,103,8304,175,0.655,0.8999333013710046,0.6287825249592032,64.22743141085813
2015-04,al yelayiss 1,Villa,5997.106666666667,1575619.3333333333,267.78791666666666,24,100,6476,98,0.578,0.846776863954174,0.542574810946205,51.822936483833296
2015-04,al yufrah 2,Land,9566.249,2006761.15,216.262,40,115,6579,110,0.701,0.8673394252326366,0.6638019748352313,67.71582464420912
2015-04,al yufrah 2,Villa,9641.803636363637,2079290.9090909087,222.1340909090909,22,115,6579,110,0.701,0.8673394252326366,0.6638019748352313,67.71582464420912
2015-04,al yufrah 3,Land,9016.60796460177,1833889.8230088493,206.36106194690265,113,64,3495,146,0.648,0.8537997504450895,0.6101048953153672,44.725799811277895
2015-04,burj khalifa,Unit,24319.89689497717,3438397.091324201,130.40059360730592,219,87,3671,89,0.626,0.8522767242184245,0.5890100917442935,47.17716497325526
2015-04,business bay,Building,12273.79,61000000.0,4969.94,1,126,5138,170,0.638,0.8691026356823027,0.6045949926261237,67.6564463228602
2015-04,business bay,Unit,15174.731355932205,1745792.7881355933,127.60546610169492,236,126,5138,170,0.638,0.8691026356823027,0.6045949926261237,67.6564463228602
2015-04,dubai investment park first,Building,1325.9825,7305047.25,11431.145,4,47,3710,151,0.701,0.8183789042169689,0.650073444742438,39.69354028838594
2015-04,dubai investment park first,Unit,8588.946470588235,1374259.705882353,172.7188235294118,17,47,3710,151,0.701,0.8183789042169689,0.650073444742438,39.69354028838594
2015-04,dubai investment park first,Villa,5606.838571428571,3081521.571428572,604.3985714285715,14,47,3710,151,0.701,0.8183789042169689,0.650073444742438,39.69354028838594
2015-04,dubai investment park second,Building,864.4739999999999,3627915.1,4475.669,20,81,5987,98,0.649,0.8547179710348742,0.6112847852806533,48.23435358864999
2015-04,dubai investment park second,Unit,6054.067368421052,1855300.0,494.1278947368421,19,81,5987,98,0.649,0.8547179710348742,0.6112847852806533,48.23435358864999
2015-04,eyal nasser,Building,66138.53,18200000.0,275.18,1,72,4370,75,0.667,0.9141834114885352,0.6441041341851412,41.06073427309122
2015-04,hadaeq sheikh mohammed bin rashid,Unit,6991.02,883944.0,126.44,1,64,4327,151,0.661,0.8193241312030308,0.6132293002900814,35.978909403650995
2015-04,hessyan first,Villa,19297.070909090908,1859454.5454545452,96.32,11,88,5443,156,0.651,0.9098930679340728,0.6275361548900327,53.83941371316594
2015-04,hor al anz,Building,21624.23285714286,5014285.714285715,268.2214285714286,7,128,8919,77,0.581,0.8532198023017741,0.5468882820549323,54.86870833016187
2015-04,hor al anz,Land,10632.815,2000000.0,186.27,2,128,8919,77,0.581,0.8532198023017741,0.5468882820549323,54.86870833016187
2015-04,hor al anz,Villa,12109.47,4500000.0,371.61,1,128,8919,77,0.581,0.8532198023017741,0.5468882820549323,54.86870833016187
2015-04,hor al anz east,Building,11908.273333333333,48666666.66666666,3953.210000000001,3,50,2962,146,0.659,0.9078210800576166,0.6347016367031878,35.2123312429546
2015-04,hor al anz east,Villa,3020.48,2750000.0,910.45,1,50,2962,146,0.659,0.9078210800576166,0.6347016367031878,35.2123312429546
2015-04,island 2,Land,15062.6,24442687.0,1622.74,1,128,10506,61,0.613,0.895351029337009,0.5873400723934346,57.18477584149674
2015-04,jabal ali first,Building,5828.13,11566500.0,1982.6,2,90,5382,138,0.739,0.8522218216188326,0.6953167704705269,56.28245784238178
2015-04,jabal ali first,Land,3164.921333333333,4320300.0,1087.936333333333,30,90,5382,138,0.739,0.8522218216188326,0.6953167704705269,56.28245784238178
2015-04,jabal ali first,Unit,9016.296120689654,785765.3189655172,88.42086206896552,116,90,5382,138,0.739,0.8522218216188326,0.6953167704705269,56.28245784238178
2015-04,jabal ali first,Villa,12977.63,3214714.2916666665,284.21250000000003,48,90,5382,138,0.739,0.8522218216188326,0.6953167704705269,56.28245784238178
2015-04,jabal ali industrial second,Unit,9969.875,692408.0,69.45,2,79,4598,176,0.769,0.8751941722971629,0.7306097273986073,60.14377836787245
2015-04,jumeirah first,Land,6423.009999999999,6304985.666666667,970.74,3,56,2863,172,0.655,0.827341522710699,0.6097634789502032,37.33045019326772
2015-04,jumeirah first,Villa,5979.9400000000005,3500000.0,585.29,2,56,2863,172,0.655,0.827341522710699,0.6097634789502032,37.33045019326772
2015-04,jumeirah second,Building,8366.01,6600031.0,788.91,1,67,4403,148,0.655,0.8943571622029229,0.6273215764971659,46.48248731986649
2015-04,jumeirah second,Villa,3760.84,5171000.0,1374.96,1,67,4403,148,0.655,0.8943571622029229,0.6273215764971659,46.48248731986649
2015-04,jumeirah third,Villa,10582.468,10980000.0,1068.384,5,101,5818,155,0.645,0.9137687110683416,0.6227523274556321,56.12182685146996
2015-04,madinat al mataar,Building,3689.04,8358883.0,2265.87,1,75,4414,167,0.683,0.8554666663887545,0.6435134932574077,50.13180669601467
2015-04,madinat al mataar,Land,5556.759999999999,17463605.0,3364.406666666667,3,75,4414,167,0.683,0.8554666663887545,0.6435134932574077,50.13180669601467
2015-04,madinat dubai almelaheyah,Unit,21536.98,894000.0,41.51,1,58,4604,103,0.574,0.923639630195984,0.5564676590929979,37.65259625311831
2015-04,mankhool,Building,48796.24,68000000.0,1393.55,1,41,2961,62,0.758,0.7975213160262915,0.6966084630191716,28.85038564029306
2015-04,mankhool,Villa,5102.1,9480000.0,1858.06,1,41,2961,62,0.758,0.7975213160262915,0.6966084630191716,28.85038564029306
2015-04,marsa dubai,Unit,16879.38678663239,2256940.154241645,138.88915167095115,389,117,10301,97,0.653,0.8891867496513791,0.6240555790089403,71.4703969276703
2015-04,me'aisem first,Building,6264.6,30003846.0,4789.43,1,58,3007,164,0.637,0.8334035388969766,0.5945512217109497,42.15492358000308
2015-04,me'aisem first,Land,2517.9133333333334,307773.0,125.31,3,58,3007,164,0.637,0.8334035388969766,0.5945512217109497,42.15492358000308
2015-04,me'aisem first,Unit,8967.158163265307,597606.7346938775,69.72734693877551,49,58,3007,164,0.637,0.8334035388969766,0.5945512217109497,42.15492358000308
2015-04,me'aisem first,Villa,9890.609333333334,6998254.6,755.244,15,58,3007,164,0.637,0.8334035388969766,0.5945512217109497,42.15492358000308
2015-04,mirdif,Unit,10155.694444444443,1129516.6666666667,116.68666666666668,9,86,4215,69,0.66,0.8464120449595879,0.6194527798693312,44.246207762227016
2015-04,mirdif,Villa,4029.507,4376934.3,1019.294,10,86,4215,69,0.66,0.8464120449595879,0.6194527798693312,44.246207762227016
2015-04,muhaisanah first,Building,894.67,997410.0,1114.84,1,133,6365,88,0.674,0.9066603302101892,0.6488356250246671,61.85500945809879
2015-04,muhaisanah first,Villa,4036.45,4500000.0,1114.84,1,133,6365,88,0.674,0.9066603302101892,0.6488356250246671,61.85500945809879
2015-04,muhaisanah third,Building,717.59,1000000.0,1393.55,1,60,3299,129,0.618,0.8489333291756893,0.5806563189722304,36.83649481213872
2015-04,muhaisanah third,Villa,2646.33,3687791.0,1393.55,1,60,3299,129,0.618,0.8489333291756893,0.5806563189722304,36.83649481213872
2015-04,nad al hamar,Villa,186.69,260158.0,1393.55,1,70,3399,123,0.655,0.8236212783968593,0.6087887749399772,37.56290829657518
2015-04,nad al shiba,Land,591.89,1386333.3333333333,2342.113333333333,3,106,9055,161,0.687,0.9244345469551488,0.666234613503275,56.56692153800119
2015-04,nad al shiba first,Land,4467.02,6657015.0,1490.26,1,97,4394,179,0.635,0.8611766314193464,0.5997388643805139,50.13569590203133
2015-04,nad al shiba first,Unit,13156.75394736842,1680933.894736842,136.09105263157895,38,97,4394,179,0.635,0.8611766314193464,0.5997388643805139,50.13569590203133
2015-04,nad al shiba first,Villa,10449.458571428571,6047189.047619048,643.8747619047618,21,97,4394,179,0.635,0.8611766314193464,0.5997388643805139,50.13569590203133
2015-04,nad al shiba fourth,Land,432.81,600000.0,1386.28,1,112,6070,155,0.659,0.8850521295505761,0.6286997413495319,58.18804796542487
2015-04,nad al shiba fourth,Villa,806.7199999999999,1001663.6666666666,1413.5366666666666,3,112,6070,155,0.659,0.8850521295505761,0.6286997413495319,58.18804796542487
2015-04,nad al shiba second,Villa,4077.24,25000000.0,6131.6,1,110,7155,103,0.691,0.9271431953061648,0.6708623791826239,65.64641011277432
2015-04,nad al shiba third,Villa,672.735,750000.0,1114.85,2,108,6760,169,0.586,0.8966746185497343,0.5617805305880577,58.41194398287299
2015-04,nad shamma,Villa,3755.61,3350000.0,892.0,1,114,8477,130,0.688,0.9623064600671524,0.6776267378104803,69.36652362665468
2015-04,nadd hessa,Building,5128.814444444444,19370767.888888888,3727.101111111112,9,47,3914,162,0.692,0.7922334264087125,0.6344902124299315,41.7227768250089
2015-04,nadd hessa,Unit,8064.425491803279,627465.7950819673,80.09803278688526,122,47,3914,162,0.692,0.7922334264087125,0.6344902124299315,41.7227768250089
2015-04,nadd hessa,Villa,8130.091333333333,3154004.7333333334,393.5953333333334,15,47,3914,162,0.692,0.7922334264087125,0.6344902124299315,41.7227768250089
2015-04,oud al muteena second,Building,982.03,1128830.0,1149.49,1,56,3453,106,0.697,0.8530010236666992,0.6560166853982757,39.53619085712605
2015-04,oud al muteena second,Villa,1070.986666666667,1452094.6666666667,1340.746666666667,3,56,3453,106,0.697,0.8530010236666992,0.6560166853982757,39.53619085712605
2015-04,palm jumeirah,Building,3640.74,18014688.0,4948.09,1,104,9141,165,0.768,0.8821001162534271,0.7317811557130528,77.24961933867343
2015-04,palm jumeirah,Land,14271.54,14813181.333333334,782.2822222222222,9,104,9141,165,0.768,0.8821001162534271,0.7317811557130528,77.24961933867343
2015-04,palm jumeirah,Unit,16844.46130769231,2981626.7230769238,185.546,130,104,9141,165,0.768,0.8821001162534271,0.7317811557130528,77.24961933867343
2015-04,palm jumeirah,Villa,14829.9915,10855902.55,745.8565,40,104,9141,165,0.768,0.8821001162534271,0.7317811557130528,77.24961933867343
2015-04,port saeed,Building,12339.82,2600000.0,210.7,1,75,4784,155,0.701,0.8780020789301932,0.6667917829320261,55.21418348394867
2015-04,port saeed,Unit,17231.162727272727,1830263.0909090908,106.71181818181816,11,75,4784,155,0.701,0.8780020789301932,0.6667917829320261,55.21418348394867
2015-04,ras al khor industrial first,Building,3458.5533333333333,9331000.0,2654.64,3,116,7604,149,0.62,0.9082670504813908,0.5972502285193849,58.7888725079964
2015-04,ras al khor industrial third,Building,29062.57,27000000.0,929.03,1,84,3379,112,0.698,0.9294333522494032,0.6782977919480333,44.43033506576627
2015-04,rega al buteen,Unit,8067.75,1071800.0,132.85,1,106,8187,127,0.559,0.9144954329261008,0.5398811788022763,56.57724344573638
2015-04,saih shuaib 2,Villa,12777.93,1750000.0,136.95499999999998,2,68,3555,157,0.663,0.8444347109542649,0.6217440853450711,45.47490992958144
2015-04,saih shuaib 3,Building,1341.185,22802896.0,17158.325,2,137,7475,178,0.607,0.930487821677458,0.5901224431032868,63.01701965413764
2015-04,saih shuaib 3,Land,962.025,12637635.0,14054.465,2,137,7475,178,0.607,0.930487821677458,0.5901224431032868,63.01701965413764
2015-04,trade center first,Unit,15479.472222222224,1849631.0,119.4022222222222,9,53,4189,108,0.662,0.8483041259568951,0.6218309325533858,37.13613901710233
2015-04,trade center second,Unit,14649.87,4000000.0,273.04,1,92,6226,136,0.676,0.8675084461090132,0.6401742838278772,62.12045742305007
2015-04,um al sheif,Building,13779.365,28408500.0,1543.55,2,50,4175,141,0.693,0.8715691231044127,0.6573989609245432,46.65264023562808
2015-04,um al sheif,Land,7060.2,8416666.666666666,1231.99,3,50,4175,141,0.693,0.8715691231044127,0.6573989609245432,46.65264023562808
2015-04,um hurair second,Building,23435.0,53500000.0,2282.91,1,71,6239,74,0.645,0.8894795518528564,0.616485724378037,43.95129162086391
2015-04,um hurair second,Land,20435.7,68000000.0,3327.51,2,71,6239,74,0.645,0.8894795518528564,0.616485724378037,43.95129162086391
2015-04,um hurair second,Unit,28258.48742857143,2662812.1428571427,92.57285714285716,35,71,6239,74,0.645,0.8894795518528564,0.616485724378037,43.95129162086391
2015-04,um suqaim first,Land,13994.0,5546802.0,396.37,1,95,8322,73,0.669,0.9318784640756304,0.6507706769866387,51.21128373235752
2015-04,um suqaim first,Villa,6051.275,7982500.0,1521.0549999999998,4,95,8322,73,0.669,0.9318784640756304,0.6507706769866387,51.21128373235752
2015-04,um suqaim second,Building,10544.24,19200000.0,1820.9,1,79,4111,177,0.582,0.9005162034308809,0.558840172158709,45.186206073937015
2015-04,um suqaim second,Land,6458.245,995829.0,154.195,2,79,4111,177,0.582,0.9005162034308809,0.558840172158709,45.186206073937015
2015-04,um suqaim second,Villa,18163.06666666667,16978666.666666668,1456.1516666666666,6,79,4111,177,0.582,0.9005162034308809,0.558840172158709,45.186206073937015
2015-04,um suqaim third,Villa,8273.183333333332,24175670.33333333,2654.8,3,107,7857,134,0.665,0.9104061272344732,0.6411680298443699,61.66215569923785
2015-04,wadi al safa 2,Unit,7270.205,671603.8478260869,94.16065217391304,46,47,3508,171,0.566,0.8482379340022499,0.5316410682581093,34.34949191146293
2015-04,wadi al safa 2,Villa,7130.740714285714,3457915.1428571427,556.2592857142857,14,47,3508,171,0.566,0.8482379340022499,0.5316410682581093,34.34949191146293
2015-04,wadi al safa 3,Land,1076.33,56391800.0,52392.67,1,135,10060,175,0.639,0.9167857022335394,0.6177304254908926,73.40261849554068
2015-04,wadi al safa 3,Unit,14117.017613636364,3941630.363636364,261.6193181818182,88,135,10060,175,0.639,0.9167857022335394,0.6177304254908926,73.40261849554068
2015-04,wadi al safa 3,Villa,10367.71,12781589.333333334,1109.0,3,135,10060,175,0.639,0.9167857022335394,0.6177304254908926,73.40261849554068
2015-04,wadi al safa 5,Building,20138.96,54000000.0,2681.37,1,136,9909,82,0.477,0.8756218276162585,0.4532686447091821,54.618399615559646
2015-04,wadi al safa 5,Land,5261.55,3795235.75,799.9425,4,136,9909,82,0.477,0.8756218276162585,0.4532686447091821,54.618399615559646
2015-04,wadi al safa 5,Unit,7929.90372881356,542104.6101694915,69.56508474576272,59,136,9909,82,0.477,0.8756218276162585,0.4532686447091821,54.618399615559646
2015-04,wadi al safa 5,Villa,4735.135714285714,3244285.714285714,690.5692857142857,14,136,9909,82,0.477,0.8756218276162585,0.4532686447091821,54.618399615559646
2015-04,wadi al safa 6,Villa,6317.89945945946,3405559.445945946,581.1221621621622,74,115,6508,76,0.738,0.836094596680578,0.6896151249401066,58.10618994111657
2015-04,wadi al safa 7,Unit,6107.64,1035000.0,169.46,1,90,7191,92,0.705,0.8877863788410267,0.6733557588331694,52.54882764096257
2015-04,wadi al safa 7,Villa,8877.174677419354,2960420.3870967743,369.1998387096774,62,90,7191,92,0.705,0.8877863788410267,0.6733557588331694,52.54882764096257
2015-04,warsan fourth,Land,1841.49,4630000.0,2511.76,2,75,5469,95,0.681,0.8631193474218463,0.643713710237711,51.74452262420351
2015-04,warsan fourth,Unit,8406.4,635519.0,75.93333333333334,6,75,5469,95,0.681,0.8631193474218463,0.643713710237711,51.74452262420351
2015-05,abu hail,Building,8611.04,2000000.0,232.26,1,49,3856,138,0.648,0.8961708032500382,0.6210874722024099,38.11272334705302
2015-05,abu hail,Land,7467.46,2800000.0,374.96,2,49,3856,138,0.648,0.8961708032500382,0.6210874722024099,38.11272334705302
2015-05,abu hail,Villa,5755.1075,2150000.0,424.1475,4,49,3856,138,0.648,0.8961708032500382,0.6210874722024099,38.11272334705302
2015-05,al bada,Villa,8279.97,3000000.0,362.32,1,91,4751,90,0.702,0.8727501539696974,0.666268243234691,47.94491135577388
2015-05,al baraha,Building,35072.34,24000000.0,684.3,1,136,11712,156,0.641,0.898092098743477,0.6148708141178275,69.70232248850219
2015-05,al barsha first,Building,37369.723333333335,55666666.66666666,1440.1766666666665,3,133,6974,126,0.75,0.8746207876075492,0.7123862362822648,69.5808876743133
2015-05,al barsha first,Land,20989.56,23158200.0,1103.32,1,133,6974,126,0.75,0.8746207876075492,0.7123862362822648,69.5808876743133
2015-05,al barsha second,Land,3758.575,5832503.5,1549.1625,4,109,6913,107,0.721,0.8990569318900731,0.6918880191570971,62.773971358347325
2015-05,al barsha second,Villa,2635.695,3800000.0,1430.85,2,109,6913,107,0.721,0.8990569318900731,0.6918880191570971,62.773971358347325
2015-05,al barsha south fifth,Land,2587.615,2755675.0,980.4825,4,103,7243,174,0.711,0.8855948375077435,0.6784631717872022,61.505264904277546
2015-05,al barsha south fifth,Unit,10923.397272727272,990811.2727272728,90.63818181818182,11,103,7243,174,0.711,0.8855948375077435,0.6784631717872022,61.505264904277546
2015-05,al barsha south fifth,Villa,4420.9690625,2122472.0,539.445625,32,103,7243,174,0.711,0.8855948375077435,0.6784631717872022,61.505264904277546
2015-05,al barsha south fourth,Building,6873.09,13790000.0,2163.945,2,125,10534,100,0.6,0.8934493108856965,0.5744278346125671,56.409082279997634
2015-05,al barsha south fourth,Land,8915.21,17264275.333333332,1471.8,3,125,10534,100,0.6,0.8934493108856965,0.5744278346125671,56.409082279997634
2015-05,al barsha south fourth,Unit,9444.148490566038,938178.283018868,101.5216352201258,159,125,10534,100,0.6,0.8934493108856965,0.5744278346125671,56.409082279997634
2015-05,al barsha south fourth,Villa,7962.55953488372,1764745.023255814,274.7939534883721,43,125,10534,100,0.6,0.8934493108856965,0.5744278346125671,56.409082279997634
2015-05,al barsha third,Building,6099.53,8500000.0,1393.55,1,67,4774,101,0.701,0.8571572786796228,0.6609469009417661,48.98069155101749
2015-05,al barsha third,Land,8207.130000000001,6772888.5,681.5450000000001,4,67,4774,101,0.701,0.8571572786796228,0.6609469009417661,48.98069155101749
2015-05,al barsha third,Villa,4280.79,5565000.0,1309.006666666667,3,67,4774,101,0.701,0.8571572786796228,0.6609469009417661,48.98069155101749
2015-05,al barshaa south first,Land,1413.23,1589352.5,1129.92,2,128,7559,121,0.642,0.8871616143681688,0.6130231025697458,62.14592292477893
2015-05,al barshaa south first,Villa,1104.530909090909,892272.7272727273,813.7900000000001,11,128,7559,121,0.642,0.8871616143681688,0.6130231025697458,62.14592292477893
2015-05,al barshaa south second,Land,3164.59,2940000.0,929.03,1,100,7570,177,0.595,0.90858270932068,0.5732426848183219,59.7024937367265
2015-05,al barshaa south second,Villa,9844.534657534246,3554339.0410958906,380.2298630136986,73,100,7570,177,0.595,0.90858270932068,0.5732426848183219,59.7024937367265
2015-05,al barshaa south third,Building,21078.56,32000000.0,1518.13,1,134,10384,136,0.641,0.9138589367657042,0.6189134313867266,68.06465641348761
2015-05,al barshaa south third,Land,3455.3479999999995,16216624.0,4647.322,5,134,10384,136,0.641,0.9138589367657042,0.6189134313867266,68.06465641348761
2015-05,al barshaa south third,Unit,10577.044,697965.12,66.5358,50,134,10384,136,0.641,0.9138589367657042,0.6189134313867266,68.06465641348761
2015-05,al dhagaya,Building,53230.47,20500000.0,296.735,2,69,5279,98,0.668,0.9065712769581676,0.6430358452032224,43.87489123955893
2015-05,al eyas,Villa,636.78,42200000.0,66270.78,1,119,5585,87,0.628,0.9580494868789532,0.617462031103993,49.8187541645921
2015-05,al garhoud,Villa,7142.044,11341000.0,1667.006,5,64,2791,104,0.651,0.8862234017524824,0.6213725738163465,36.62523483512896
2015-05,al goze fourth,Building,917.81,852666.5,929.02,2,129,10538,150,0.698,0.9135306765594192,0.6738577648953897,76.88953178114144
2015-05,al goze fourth,Unit,8051.237078651685,871710.584269663,109.0332584269663,89,129,10538,150,0.698,0.9135306765594192,0.6738577648953897,76.88953178114144
2015-05,al goze second,Building,2797.57,3812500.0,1362.79,1,126,6160,64,0.546,0.8627849457906668,0.5160322321606817,49.75162924372735
2015-05,al goze third,Building,11840.08,19112500.0,1614.22,1,111,7719,67,0.686,0.9714130710876152,0.6781557467064417,57.28730381504601
2015-05,al goze third,Land,20949.18,35000000.0,1670.71,1,111,7719,67,0.686,0.9714130710876152,0.6781557467064417,57.28730381504601
2015-05,al hamriya,Building,20330.875,5062445.5,285.46500000000003,2,99,6671,170,0.734,0.9124194428489936,0.7082863484204646,66.07576405372029
2015-05,al hebiah fifth,Unit,9312.052962962962,870946.074074074,100.64518518518518,54,109,4919,174,0.627,0.8816540086636042,0.597318825372832,57.13313183697017
2015-05,al hebiah first,Land,6578.12,31626600.0,4807.85,1,98,5888,172,0.645,0.8852905573725535,0.6154049638021188,61.50448746425905
2015-05,al hebiah first,Unit,9791.313214285716,1340110.5714285714,142.65375,56,98,5888,172,0.645,0.8852905573725535,0.6154049638021188,61.50448746425905
2015-05,al hebiah first,Villa,9451.408571428572,3779099.5714285714,399.8142857142857,7,98,5888,172,0.645,0.8852905573725535,0.6154049638021188,61.50448746425905
2015-05,al hebiah fourth,Land,12824.605,40000000.0,2790.715,2,76,5479,61,0.63,0.8485931327676908,0.5918454694574581,42.51880202450884
2015-05,al hebiah fourth,Unit,11553.118502673797,869723.6390374332,81.99449197860962,374,76,5479,61,0.63,0.8485931327676908,0.5918454694574581,42.51880202450884
2015-05,al hebiah fourth,Villa,9243.193333333333,3657061.3333333335,481.3095238095238,21,76,5479,61,0.63,0.8485931327676908,0.5918454694574581,42.51880202450884
2015-05,al hebiah second,Unit,10522.52,788674.8,76.852,5,66,4664,178,0.624,0.8542847599313338,0.587629476078861,46.81856710851853
2015-05,al hebiah second,Villa,6027.240000000001,9474096.0,1578.5433333333333,3,66,4664,178,0.624,0.8542847599313338,0.587629476078861,46.81856710851853
2015-05,al hebiah third,Building,3767.35,7429212.0,1972.0,1,61,2811,106,0.629,0.8298969652015987,0.5862020764447222,35.63902384936865
2015-05,al hebiah third,Land,6294.907887323944,2809946.2816901407,1243.412676056338,71,61,2811,106,0.629,0.8298969652015987,0.5862020764447222,35.63902384936865
2015-05,al hebiah third,Unit,14699.279904761905,652944.0,45.069047619047616,105,61,2811,106,0.629,0.8298969652015987,0.5862020764447222,35.63902384936865
2015-05,al hebiah third,Villa,10483.28,3794204.4166666665,358.7111111111111,36,61,2811,106,0.629,0.8298969652015987,0.5862020764447222,35.63902384936865
